irradiance
10000000, 1000, 1000
1000, 1000, 1000
1000, 0, 1000
1000, 0, 1000
1000, 0, 1000
1000, 0, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
1000, 1000, 1000
